sample_name,gene,no_of_cells,no_of_pos_cells,frac_of_pos_cells
OBS-006-002,ABHD14B,6760,1030,0.15236686390532544
OBS-006-002,ABHD15,6760,253,0.03742603550295858
OBS-006-002,ABHD16A,6760,81,0.01198224852071006
OBS-006-002,ABHD16B,6760,1,1.4792899408284024e-4
OBS-006-002,ABHD17A,6760,3598,0.5322485207100591
OBS-006-002,ABHD17B,6760,1841,0.2723372781065089
OBS-006-002,ABHD17C,6760,75,0.011094674556213017
OBS-006-002,ABHD18,6760,2057,0.3042899408284024
OBS-006-002,ABHD2,6760,1355,0.20044378698224852
OBS-006-002,ABHD3,6760,2789,0.4125739644970414
OBS-006-002,ABHD4,6760,268,0.03964497041420118
OBS-006-002,ABHD5,6760,936,0.13846153846153847
OBS-006-002,ABHD6,6760,355,0.05251479289940828
OBS-006-002,ABHD8,6760,487,0.07204142011834319
OBS-006-002,ABI1,6760,4476,0.6621301775147929
OBS-006-002,ABI2,6760,1580,0.23372781065088757
OBS-006-002,ABI3,6760,1147,0.16967455621301775
OBS-006-002,ABI3BP,6760,15,0.0022189349112426036
OBS-006-002,ABL1,6760,1272,0.1881656804733728
OBS-006-002,ABL2,6760,883,0.13062130177514794
OBS-006-002,ABLIM1,6760,1334,0.19733727810650886
OBS-006-002,ABLIM2,6760,36,0.0053254437869822485
OBS-006-002,ABLIM3,6760,1,1.4792899408284024e-4
OBS-006-002,ABO,6760,1,1.4792899408284024e-4
OBS-006-002,ABR,6760,2782,0.4115384615384615
OBS-006-002,ABRA,6760,9,0.0013313609467455621
OBS-006-002,ABRACL,6760,3514,0.5198224852071006
OBS-006-002,ABRAXAS1,6760,564,0.0834319526627219
OBS-006-002,ABRAXAS2,6760,930,0.13757396449704143
OBS-006-002,ABT1,6760,1257,0.18594674556213017
OBS-006-002,ABTB1,6760,803,0.1187869822485207
OBS-006-002,ABTB2,6760,639,0.09452662721893491
OBS-006-002,AC001226.2,6760,684,0.10118343195266272
OBS-006-002,AC002094.3,6760,10,0.0014792899408284023
OBS-006-002,AC002310.4,6760,73,0.010798816568047338
OBS-006-002,AC002310.5,6760,11,0.0016272189349112425
OBS-006-002,AC002985.1,6760,43,0.00636094674556213
OBS-006-002,AC002996.1,6760,39,0.0057692307692307696
OBS-006-002,AC003002.1,6760,4,5.91715976331361e-4
OBS-006-002,AC003002.2,6760,56,0.008284023668639054
OBS-006-002,AC003002.3,6760,1,1.4792899408284024e-4
OBS-006-002,AC003005.1,6760,7,0.0010355029585798817
OBS-006-002,AC003006.1,6760,104,0.015384615384615385
OBS-006-002,AC003688.1,6760,2,2.958579881656805e-4
OBS-006-002,AC004076.1,6760,81,0.01198224852071006
OBS-006-002,AC004223.3,6760,14,0.0020710059171597634
OBS-006-002,AC004233.2,6760,2,2.958579881656805e-4
OBS-006-002,AC004556.1,6760,427,0.06316568047337279
OBS-006-002,AC004593.3,6760,1,1.4792899408284024e-4
OBS-006-002,AC004754.1,6760,2,2.958579881656805e-4
OBS-006-002,AC004805.1,6760,4,5.91715976331361e-4
OBS-006-002,AC004832.3,6760,1,1.4792899408284024e-4
OBS-006-002,AC004922.1,6760,84,0.01242603550295858
OBS-006-002,AC004997.1,6760,6,8.875739644970414e-4
OBS-006-002,AC005020.2,6760,50,0.0073964497041420114
OBS-006-002,AC005041.1,6760,5,7.396449704142012e-4
OBS-006-002,AC005154.6,6760,648,0.09585798816568047
OBS-006-002,AC005258.1,6760,619,0.09156804733727811
OBS-006-002,AC005324.3,6760,5,7.396449704142012e-4
OBS-006-002,AC005324.4,6760,13,0.0019230769230769232
OBS-006-002,AC005520.1,6760,2,2.958579881656805e-4
OBS-006-002,AC005670.2,6760,186,0.027514792899408284
OBS-006-002,AC005697.1,6760,17,0.002514792899408284
OBS-006-002,AC005702.1,6760,125,0.01849112426035503
OBS-006-002,AC005726.1,6760,248,0.036686390532544376
OBS-006-002,AC005779.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC005832.4,6760,11,0.0016272189349112425
OBS-006-002,AC005833.2,6760,74,0.010946745562130178
OBS-006-002,AC005837.2,6760,11,0.0016272189349112425
OBS-006-002,AC005943.1,6760,39,0.0057692307692307696
OBS-006-002,AC006030.1,6760,730,0.10798816568047337
OBS-006-002,AC006064.6,6760,10,0.0014792899408284023
OBS-006-002,AC006254.1,6760,9,0.0013313609467455621
OBS-006-002,AC006486.1,6760,1,1.4792899408284024e-4
OBS-006-002,AC006518.7,6760,6,8.875739644970414e-4
OBS-006-002,AC006538.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC006978.2,6760,1231,0.18210059171597634
OBS-006-002,AC007040.2,6760,39,0.0057692307692307696
OBS-006-002,AC007192.1,6760,3,4.437869822485207e-4
OBS-006-002,AC007240.1,6760,1449,0.2143491124260355
OBS-006-002,AC007325.4,6760,98,0.014497041420118343
OBS-006-002,AC007326.4,6760,3,4.437869822485207e-4
OBS-006-002,AC007731.5,6760,3,4.437869822485207e-4
OBS-006-002,AC007846.2,6760,8,0.001183431952662722
OBS-006-002,AC007906.2,6760,3,4.437869822485207e-4
OBS-006-002,AC007998.2,6760,3,4.437869822485207e-4
OBS-006-002,AC008073.3,6760,7,0.0010355029585798817
OBS-006-002,AC008397.2,6760,4,5.91715976331361e-4
OBS-006-002,AC008403.1,6760,5,7.396449704142012e-4
OBS-006-002,AC008481.3,6760,2,2.958579881656805e-4
OBS-006-002,AC008537.1,6760,496,0.07337278106508875
OBS-006-002,AC008575.1,6760,52,0.007692307692307693
OBS-006-002,AC008581.2,6760,20,0.0029585798816568047
OBS-006-002,AC008687.1,6760,7,0.0010355029585798817
OBS-006-002,AC008687.4,6760,2,2.958579881656805e-4
OBS-006-002,AC008695.1,6760,66,0.009763313609467455
OBS-006-002,AC008750.8,6760,12,0.0017751479289940828
OBS-006-002,AC008758.1,6760,232,0.03431952662721893
OBS-006-002,AC008758.4,6760,7,0.0010355029585798817
OBS-006-002,AC008758.5,6760,45,0.006656804733727811
OBS-006-002,AC008758.6,6760,67,0.009911242603550295
OBS-006-002,AC008763.2,6760,7,0.0010355029585798817
OBS-006-002,AC008763.3,6760,2,2.958579881656805e-4
OBS-006-002,AC008764.1,6760,132,0.01952662721893491
OBS-006-002,AC008764.4,6760,11,0.0016272189349112425
OBS-006-002,AC008770.1,6760,8,0.001183431952662722
OBS-006-002,AC008770.2,6760,66,0.009763313609467455
OBS-006-002,AC008878.1,6760,2,2.958579881656805e-4
OBS-006-002,AC008878.3,6760,285,0.04215976331360947
OBS-006-002,AC008982.1,6760,40,0.005917159763313609
OBS-006-002,AC009086.2,6760,117,0.01730769230769231
OBS-006-002,AC009119.2,6760,71,0.010502958579881656
OBS-006-002,AC009163.4,6760,44,0.00650887573964497
OBS-006-002,AC009690.1,6760,680,0.10059171597633136
OBS-006-002,AC009690.3,6760,6,8.875739644970414e-4
OBS-006-002,AC009779.3,6760,31,0.004585798816568047
OBS-006-002,AC010132.3,6760,13,0.0019230769230769232
OBS-006-002,AC010255.3,6760,2,2.958579881656805e-4
OBS-006-002,AC010319.2,6760,5,7.396449704142012e-4
OBS-006-002,AC010323.1,6760,42,0.00621301775147929
OBS-006-002,AC010325.1,6760,84,0.01242603550295858
OBS-006-002,AC010326.2,6760,32,0.004733727810650888
OBS-006-002,AC010422.3,6760,52,0.007692307692307693
OBS-006-002,AC010422.5,6760,6,8.875739644970414e-4
OBS-006-002,AC010422.6,6760,115,0.017011834319526627
OBS-006-002,AC010487.3,6760,60,0.008875739644970414
OBS-006-002,AC010522.1,6760,31,0.004585798816568047
OBS-006-002,AC010531.1,6760,31,0.004585798816568047
OBS-006-002,AC010542.3,6760,170,0.02514792899408284
OBS-006-002,AC010547.4,6760,4,5.91715976331361e-4
OBS-006-002,AC010615.4,6760,69,0.010207100591715977
OBS-006-002,AC010616.1,6760,90,0.013313609467455622
OBS-006-002,AC010616.2,6760,4,5.91715976331361e-4
OBS-006-002,AC010619.1,6760,8,0.001183431952662722
OBS-006-002,AC011005.1,6760,5,7.396449704142012e-4
OBS-006-002,AC011043.1,6760,191,0.028254437869822485
OBS-006-002,AC011043.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC011330.3,6760,33,0.004881656804733727
OBS-006-002,AC011452.1,6760,70,0.010355029585798817
OBS-006-002,AC011462.1,6760,50,0.0073964497041420114
OBS-006-002,AC011479.1,6760,2,2.958579881656805e-4
OBS-006-002,AC011498.4,6760,2,2.958579881656805e-4
OBS-006-002,AC011511.1,6760,2,2.958579881656805e-4
OBS-006-002,AC011604.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC012184.2,6760,145,0.021449704142011833
OBS-006-002,AC012254.2,6760,8,0.001183431952662722
OBS-006-002,AC012309.1,6760,58,0.008579881656804733
OBS-006-002,AC012651.1,6760,14,0.0020710059171597634
OBS-006-002,AC013271.1,6760,3,4.437869822485207e-4
OBS-006-002,AC013394.1,6760,4952,0.7325443786982249
OBS-006-002,AC015688.4,6760,3,4.437869822485207e-4
OBS-006-002,AC015802.6,6760,46,0.006804733727810651
OBS-006-002,AC015813.2,6760,1030,0.15236686390532544
OBS-006-002,AC017083.3,6760,515,0.07618343195266272
OBS-006-002,AC018512.1,6760,21,0.003106508875739645
OBS-006-002,AC018523.2,6760,543,0.08032544378698225
OBS-006-002,AC018630.2,6760,10,0.0014792899408284023
OBS-006-002,AC019117.3,6760,158,0.023372781065088756
OBS-006-002,AC019257.8,6760,39,0.0057692307692307696
OBS-006-002,AC020915.1,6760,54,0.007988165680473372
OBS-006-002,AC020915.5,6760,18,0.0026627218934911242
OBS-006-002,AC020922.1,6760,2,2.958579881656805e-4
OBS-006-002,AC021072.1,6760,1,1.4792899408284024e-4
OBS-006-002,AC021097.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC022167.5,6760,6,8.875739644970414e-4
OBS-006-002,AC022335.1,6760,2,2.958579881656805e-4
OBS-006-002,AC022384.1,6760,193,0.028550295857988166
OBS-006-002,AC022400.7,6760,45,0.006656804733727811
OBS-006-002,AC022414.1,6760,2,2.958579881656805e-4
OBS-006-002,AC022826.2,6760,46,0.006804733727810651
OBS-006-002,AC023055.1,6760,14,0.0020710059171597634
OBS-006-002,AC023509.3,6760,15,0.0022189349112426036
OBS-006-002,AC024592.3,6760,62,0.009171597633136094
OBS-006-002,AC025263.2,6760,2,2.958579881656805e-4
OBS-006-002,AC025283.2,6760,8,0.001183431952662722
OBS-006-002,AC025283.3,6760,101,0.014940828402366864
OBS-006-002,AC025287.4,6760,34,0.005029585798816568
OBS-006-002,AC026316.5,6760,11,0.0016272189349112425
OBS-006-002,AC026398.1,6760,1,1.4792899408284024e-4
OBS-006-002,AC026464.3,6760,126,0.01863905325443787
OBS-006-002,AC026464.4,6760,4,5.91715976331361e-4
OBS-006-002,AC026786.1,6760,4,5.91715976331361e-4
OBS-006-002,AC026954.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC027644.4,6760,1337,0.1977810650887574
OBS-006-002,AC027796.3,6760,11,0.0016272189349112425
OBS-006-002,AC034102.2,6760,4,5.91715976331361e-4
OBS-006-002,AC036214.3,6760,15,0.0022189349112426036
OBS-006-002,AC037459.1,6760,1,1.4792899408284024e-4
OBS-006-002,AC040162.1,6760,110,0.016272189349112426
OBS-006-002,AC046185.1,6760,13,0.0019230769230769232
OBS-006-002,AC048338.1,6760,7,0.0010355029585798817
OBS-006-002,AC055811.2,6760,39,0.0057692307692307696
OBS-006-002,AC058822.1,6760,1040,0.15384615384615385
OBS-006-002,AC067968.1,6760,8,0.001183431952662722
OBS-006-002,AC068234.1,6760,9,0.0013313609467455621
OBS-006-002,AC068533.4,6760,190,0.028106508875739646
OBS-006-002,AC068580.4,6760,30,0.004437869822485207
OBS-006-002,AC068631.2,6760,63,0.009319526627218935
OBS-006-002,AC068775.1,6760,42,0.00621301775147929
OBS-006-002,AC068790.8,6760,1,1.4792899408284024e-4
OBS-006-002,AC068831.7,6760,60,0.008875739644970414
OBS-006-002,AC068896.1,6760,46,0.006804733727810651
OBS-006-002,AC068946.1,6760,2,2.958579881656805e-4
OBS-006-002,AC068946.2,6760,3,4.437869822485207e-4
OBS-006-002,AC069257.3,6760,8,0.001183431952662722
OBS-006-002,AC069368.1,6760,591,0.08742603550295858
OBS-006-002,AC069503.2,6760,6,8.875739644970414e-4
OBS-006-002,AC073082.1,6760,13,0.0019230769230769232
OBS-006-002,AC073111.3,6760,16,0.002366863905325444
OBS-006-002,AC073111.5,6760,309,0.045710059171597636
OBS-006-002,AC073283.3,6760,32,0.004733727810650888
OBS-006-002,AC073610.3,6760,177,0.026183431952662723
OBS-006-002,AC073612.1,6760,3,4.437869822485207e-4
OBS-006-002,AC073896.1,6760,70,0.010355029585798817
OBS-006-002,AC074143.1,6760,25,0.0036982248520710057
OBS-006-002,AC078864.2,6760,17,0.002514792899408284
OBS-006-002,AC078927.1,6760,9,0.0013313609467455621
OBS-006-002,AC079447.1,6760,389,0.05754437869822485
OBS-006-002,AC079594.2,6760,544,0.08047337278106509
OBS-006-002,AC084337.2,6760,348,0.051479289940828406
OBS-006-002,AC087289.3,6760,5,7.396449704142012e-4
OBS-006-002,AC087498.1,6760,1,1.4792899408284024e-4
OBS-006-002,AC087632.1,6760,83,0.012278106508875739
OBS-006-002,AC090004.1,6760,93,0.013757396449704142
OBS-006-002,AC090227.1,6760,24,0.0035502958579881655
OBS-006-002,AC090360.1,6760,28,0.004142011834319527
OBS-006-002,AC090517.4,6760,125,0.01849112426035503
OBS-006-002,AC090527.2,6760,15,0.0022189349112426036
OBS-006-002,AC091057.6,6760,1854,0.2742603550295858
OBS-006-002,AC091167.6,6760,41,0.00606508875739645
OBS-006-002,AC091167.7,6760,6,8.875739644970414e-4
OBS-006-002,AC091551.1,6760,86,0.01272189349112426
OBS-006-002,AC091959.3,6760,338,0.05
OBS-006-002,AC092017.3,6760,1,1.4792899408284024e-4
OBS-006-002,AC092042.3,6760,3,4.437869822485207e-4
OBS-006-002,AC092073.1,6760,236,0.034911242603550295
OBS-006-002,AC092111.3,6760,5,7.396449704142012e-4
OBS-006-002,AC092329.3,6760,501,0.07411242603550296
OBS-006-002,AC092587.1,6760,12,0.0017751479289940828
OBS-006-002,AC092647.5,6760,11,0.0016272189349112425
OBS-006-002,AC092718.3,6760,3,4.437869822485207e-4
OBS-006-002,AC092718.8,6760,44,0.00650887573964497
OBS-006-002,AC092835.1,6760,95,0.014053254437869823
OBS-006-002,AC093155.3,6760,23,0.0034023668639053253
OBS-006-002,AC093227.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC093323.1,6760,569,0.0841715976331361
OBS-006-002,AC093423.3,6760,80,0.011834319526627219
OBS-006-002,AC093512.2,6760,23,0.0034023668639053253
OBS-006-002,AC093525.2,6760,9,0.0013313609467455621
OBS-006-002,AC093668.1,6760,5,7.396449704142012e-4
OBS-006-002,AC093668.2,6760,260,0.038461538461538464
OBS-006-002,AC093668.3,6760,7,0.0010355029585798817
OBS-006-002,AC093827.5,6760,123,0.01819526627218935
OBS-006-002,AC096887.1,6760,176,0.02603550295857988
OBS-006-002,AC097637.1,6760,3,4.437869822485207e-4
OBS-006-002,AC098484.3,6760,82,0.0121301775147929
OBS-006-002,AC098582.1,6760,11,0.0016272189349112425
OBS-006-002,AC098650.1,6760,5,7.396449704142012e-4
OBS-006-002,AC098850.3,6760,931,0.13772189349112426
OBS-006-002,AC099329.3,6760,44,0.00650887573964497
OBS-006-002,AC099489.1,6760,241,0.0356508875739645
OBS-006-002,AC099518.3,6760,21,0.003106508875739645
OBS-006-002,AC099811.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC099850.2,6760,431,0.06375739644970414
OBS-006-002,AC104109.3,6760,242,0.035798816568047336
OBS-006-002,AC104151.1,6760,23,0.0034023668639053253
OBS-006-002,AC104304.1,6760,2,2.958579881656805e-4
OBS-006-002,AC104389.4,6760,107,0.015828402366863906
OBS-006-002,AC104452.1,6760,7,0.0010355029585798817
OBS-006-002,AC104472.3,6760,64,0.009467455621301775
OBS-006-002,AC104532.1,6760,4,5.91715976331361e-4
OBS-006-002,AC104581.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC104662.2,6760,1100,0.16272189349112426
OBS-006-002,AC105052.1,6760,362,0.053550295857988164
OBS-006-002,AC105052.3,6760,419,0.06198224852071006
OBS-006-002,AC106782.1,6760,1,1.4792899408284024e-4
OBS-006-002,AC106886.5,6760,22,0.003254437869822485
OBS-006-002,AC107871.1,6760,68,0.010059171597633136
OBS-006-002,AC107959.5,6760,1,1.4792899408284024e-4
OBS-006-002,AC108488.2,6760,338,0.05
OBS-006-002,AC110275.1,6760,4,5.91715976331361e-4
OBS-006-002,AC113554.1,6760,1,1.4792899408284024e-4
OBS-006-002,AC114490.2,6760,65,0.009615384615384616
OBS-006-002,AC114490.3,6760,176,0.02603550295857988
OBS-006-002,AC116366.3,6760,2866,0.42396449704142014
OBS-006-002,AC118549.1,6760,2611,0.3862426035502959
OBS-006-002,AC118553.2,6760,110,0.016272189349112426
OBS-006-002,AC119396.1,6760,562,0.08313609467455621
OBS-006-002,AC119674.2,6760,5,7.396449704142012e-4
OBS-006-002,AC120057.2,6760,2,2.958579881656805e-4
OBS-006-002,AC120114.5,6760,1,1.4792899408284024e-4
OBS-006-002,AC124312.1,6760,688,0.10177514792899409
OBS-006-002,AC126283.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC126755.2,6760,7,0.0010355029585798817
OBS-006-002,AC129492.3,6760,14,0.0020710059171597634
OBS-006-002,AC131097.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC131160.1,6760,5,7.396449704142012e-4
OBS-006-002,AC134669.1,6760,43,0.00636094674556213
OBS-006-002,AC135050.2,6760,30,0.004437869822485207
OBS-006-002,AC135178.2,6760,2,2.958579881656805e-4
OBS-006-002,AC135586.2,6760,41,0.00606508875739645
OBS-006-002,AC136616.2,6760,1,1.4792899408284024e-4
OBS-006-002,AC137834.1,6760,32,0.004733727810650888
OBS-006-002,AC138696.1,6760,10,0.0014792899408284023
OBS-006-002,AC138811.2,6760,31,0.004585798816568047
OBS-006-002,AC138894.1,6760,24,0.0035502958579881655
OBS-006-002,AC138969.1,6760,84,0.01242603550295858
OBS-006-002,AC139491.7,6760,25,0.0036982248520710057
OBS-006-002,AC139530.2,6760,7,0.0010355029585798817
OBS-006-002,AC140504.1,6760,2,2.958579881656805e-4
OBS-006-002,AC142391.1,6760,8,0.001183431952662722
OBS-006-002,AC145212.1,6760,10,0.0014792899408284023
OBS-006-002,AC233723.1,6760,44,0.00650887573964497
OBS-006-002,AC233992.2,6760,3,4.437869822485207e-4
OBS-006-002,AC240274.1,6760,38,0.005621301775147929
OBS-006-002,AC243547.3,6760,236,0.034911242603550295
OBS-006-002,AC244197.3,6760,234,0.03461538461538462
OBS-006-002,AC245033.1,6760,12,0.0017751479289940828
OBS-006-002,ACAA1,6760,1353,0.20014792899408285
OBS-006-002,ACAA2,6760,3120,0.46153846153846156
OBS-006-002,ACACA,6760,1644,0.24319526627218935
OBS-006-002,ACACB,6760,398,0.058875739644970414
OBS-006-002,ACAD10,6760,574,0.08491124260355029
OBS-006-002,ACAD11,6760,56,0.008284023668639054
OBS-006-002,ACAD8,6760,380,0.05621301775147929
OBS-006-002,ACAD9,6760,644,0.09526627218934912
OBS-006-002,ACADM,6760,1394,0.2062130177514793
OBS-006-002,ACADS,6760,701,0.103698224852071
OBS-006-002,ACADSB,6760,755,0.11168639053254438
OBS-006-002,ACADVL,6760,3044,0.4502958579881657
OBS-006-002,ACAN,6760,7,0.0010355029585798817
OBS-006-002,ACAP1,6760,4560,0.6745562130177515
OBS-006-002,ACAP2,6760,4716,0.6976331360946746
OBS-006-002,ACAP3,6760,444,0.06568047337278106
OBS-006-002,ACAT1,6760,1849,0.2735207100591716
OBS-006-002,ACAT2,6760,1635,0.24186390532544377
OBS-006-002,ACBD3,6760,2363,0.34955621301775147
OBS-006-002,ACBD4,6760,272,0.040236686390532544
OBS-006-002,ACBD5,6760,1362,0.2014792899408284
OBS-006-002,ACBD6,6760,3180,0.47041420118343197
OBS-006-002,ACBD7,6760,11,0.0016272189349112425
OBS-006-002,ACCS,6760,35,0.005177514792899409
OBS-006-002,ACCSL,6760,1,1.4792899408284024e-4
OBS-006-002,ACD,6760,558,0.08254437869822485
OBS-006-002,ACE,6760,4,5.91715976331361e-4
OBS-006-002,ACER1,6760,17,0.002514792899408284
OBS-006-002,ACER2,6760,149,0.022041420118343195
OBS-006-002,ACER3,6760,1415,0.20931952662721892
OBS-006-002,ACHE,6760,2,2.958579881656805e-4
OBS-006-002,ACIN1,6760,2914,0.43106508875739646
OBS-006-002,ACKR2,6760,15,0.0022189349112426036
OBS-006-002,ACKR3,6760,21,0.003106508875739645
OBS-006-002,ACKR4,6760,36,0.0053254437869822485
OBS-006-002,ACLY,6760,1124,0.16627218934911242
OBS-006-002,ACMSD,6760,15,0.0022189349112426036
OBS-006-002,ACO1,6760,245,0.036242603550295856
OBS-006-002,ACO2,6760,1499,0.22174556213017751
OBS-006-002,ACOT1,6760,24,0.0035502958579881655
OBS-006-002,ACOT11,6760,19,0.0028106508875739645
OBS-006-002,ACOT12,6760,14,0.0020710059171597634
OBS-006-002,ACOT13,6760,996,0.14733727810650887
OBS-006-002,ACOT2,6760,418,0.06183431952662722
OBS-006-002,ACOT4,6760,53,0.007840236686390533
OBS-006-002,ACOT6,6760,2,2.958579881656805e-4
OBS-006-002,ACOT7,6760,715,0.10576923076923077
OBS-006-002,ACOT8,6760,789,0.11671597633136095
OBS-006-002,ACOT9,6760,866,0.12810650887573966
OBS-006-002,ACOX1,6760,822,0.12159763313609467
OBS-006-002,ACOX2,6760,2,2.958579881656805e-4
OBS-006-002,ACOX3,6760,711,0.10517751479289941
OBS-006-002,ACOXL,6760,66,0.009763313609467455
OBS-006-002,ACP1,6760,3119,0.4613905325443787
OBS-006-002,ACP2,6760,313,0.04630177514792899
OBS-006-002,ACP4,6760,18,0.0026627218934911242
OBS-006-002,ACP5,6760,507,0.075
OBS-006-002,ACP6,6760,533,0.07884615384615384
OBS-006-002,ACP7,6760,1,1.4792899408284024e-4
OBS-006-002,ACPP,6760,1,1.4792899408284024e-4
OBS-006-002,ACRBP,6760,16,0.002366863905325444
OBS-006-002,ACRV1,6760,54,0.007988165680473372
OBS-006-002,ACSBG1,6760,4,5.91715976331361e-4
OBS-006-002,ACSBG2,6760,13,0.0019230769230769232
OBS-006-002,ACSF2,6760,327,0.04837278106508876
OBS-006-002,ACSF3,6760,992,0.1467455621301775
OBS-006-002,ACSL1,6760,1077,0.15931952662721893
OBS-006-002,ACSL3,6760,1561,0.23091715976331362
OBS-006-002,ACSL4,6760,2287,0.33831360946745564
OBS-006-002,ACSL5,6760,1422,0.21035502958579883
OBS-006-002,ACSL6,6760,157,0.023224852071005917
OBS-006-002,ACSM1,6760,3,4.437869822485207e-4
OBS-006-002,ACSM2B,6760,1,1.4792899408284024e-4
OBS-006-002,ACSM3,6760,112,0.016568047337278107
OBS-006-002,ACSM5,6760,1,1.4792899408284024e-4
OBS-006-002,ACSM6,6760,5,7.396449704142012e-4
OBS-006-002,ACSS1,6760,961,0.14215976331360947
OBS-006-002,ACSS2,6760,462,0.0683431952662722
OBS-006-002,ACSS3,6760,14,0.0020710059171597634
OBS-006-002,ACTA1,6760,3,4.437869822485207e-4
OBS-006-002,ACTA2,6760,873,0.12914201183431953
