sample_name,gene,no_of_cells,no_of_pos_cells,frac_of_pos_cells
OBS-006-003,AC003688.1,5740,3,5.226480836236934e-4
OBS-006-003,AC004076.1,5740,53,0.009233449477351916
OBS-006-003,AC004223.3,5740,12,0.0020905923344947735
OBS-006-003,AC004556.1,5740,937,0.1632404181184669
OBS-006-003,AC004593.3,5740,1,1.7421602787456446e-4
OBS-006-003,AC004754.1,5740,1,1.7421602787456446e-4
OBS-006-003,AC004805.1,5740,4,6.968641114982578e-4
OBS-006-003,AC004832.3,5740,3,5.226480836236934e-4
OBS-006-003,AC004922.1,5740,84,0.014634146341463415
OBS-006-003,AC004997.1,5740,2,3.484320557491289e-4
OBS-006-003,AC005020.2,5740,40,0.006968641114982578
OBS-006-003,AC005041.1,5740,5,8.710801393728223e-4
OBS-006-003,AC005154.6,5740,466,0.08118466898954704
OBS-006-003,AC005258.1,5740,233,0.04059233449477352
OBS-006-003,AC005324.3,5740,1,1.7421602787456446e-4
OBS-006-003,AC005324.4,5740,7,0.0012195121951219512
OBS-006-003,AC005520.1,5740,1,1.7421602787456446e-4
OBS-006-003,AC005670.2,5740,155,0.02700348432055749
OBS-006-003,AC005697.1,5740,4,6.968641114982578e-4
OBS-006-003,AC005702.1,5740,89,0.015505226480836238
OBS-006-003,AC005726.1,5740,265,0.046167247386759584
OBS-006-003,AC005832.4,5740,8,0.0013937282229965157
OBS-006-003,AC005833.2,5740,82,0.014285714285714285
OBS-006-003,AC005837.2,5740,4,6.968641114982578e-4
OBS-006-003,AC005943.1,5740,43,0.007491289198606272
OBS-006-003,AC006030.1,5740,552,0.09616724738675958
OBS-006-003,AC006064.6,5740,3,5.226480836236934e-4
OBS-006-003,AC006254.1,5740,4,6.968641114982578e-4
OBS-006-003,AC006486.1,5740,3,5.226480836236934e-4
OBS-006-003,AC006518.7,5740,1,1.7421602787456446e-4
OBS-006-003,AC006538.2,5740,5,8.710801393728223e-4
OBS-006-003,AC006978.2,5740,896,0.15609756097560976
OBS-006-003,AC007040.2,5740,45,0.0078397212543554
OBS-006-003,AC007192.1,5740,2,3.484320557491289e-4
OBS-006-003,AC007240.1,5740,1621,0.282404181184669
OBS-006-003,AC007325.4,5740,119,0.020731707317073172
OBS-006-003,AC007326.4,5740,1,1.7421602787456446e-4
OBS-006-003,AC007846.2,5740,6,0.0010452961672473868
OBS-006-003,AC007906.2,5740,4,6.968641114982578e-4
OBS-006-003,AC007998.2,5740,12,0.0020905923344947735
OBS-006-003,AC008073.3,5740,6,0.0010452961672473868
OBS-006-003,AC008403.1,5740,6,0.0010452961672473868
OBS-006-003,AC008481.3,5740,3,5.226480836236934e-4
OBS-006-003,AC008537.1,5740,312,0.05435540069686411
OBS-006-003,AC008575.1,5740,33,0.005749128919860627
OBS-006-003,AC008581.2,5740,30,0.005226480836236934
OBS-006-003,AC008687.1,5740,15,0.002613240418118467
OBS-006-003,AC008687.4,5740,1,1.7421602787456446e-4
OBS-006-003,AC008695.1,5740,38,0.00662020905923345
OBS-006-003,AC008750.8,5740,1,1.7421602787456446e-4
OBS-006-003,AC008758.1,5740,153,0.02665505226480836
OBS-006-003,AC008758.4,5740,3,5.226480836236934e-4
OBS-006-003,AC008758.5,5740,13,0.002264808362369338
OBS-006-003,AC008758.6,5740,7,0.0012195121951219512
OBS-006-003,AC008763.2,5740,6,0.0010452961672473868
OBS-006-003,AC008764.1,5740,66,0.011498257839721254
OBS-006-003,AC008764.4,5740,5,8.710801393728223e-4
OBS-006-003,AC008770.1,5740,3,5.226480836236934e-4
OBS-006-003,AC008770.2,5740,98,0.01707317073170732
OBS-006-003,AC008878.3,5740,56,0.00975609756097561
OBS-006-003,AC008982.1,5740,21,0.003658536585365854
OBS-006-003,AC009086.2,5740,100,0.017421602787456445
OBS-006-003,AC009119.2,5740,58,0.010104529616724738
OBS-006-003,AC009163.4,5740,22,0.003832752613240418
OBS-006-003,AC009690.1,5740,643,0.11202090592334495
OBS-006-003,AC009690.3,5740,4,6.968641114982578e-4
OBS-006-003,AC009779.3,5740,39,0.006794425087108014
OBS-006-003,AC010132.3,5740,22,0.003832752613240418
OBS-006-003,AC010255.3,5740,1,1.7421602787456446e-4
OBS-006-003,AC010319.2,5740,3,5.226480836236934e-4
OBS-006-003,AC010323.1,5740,47,0.008188153310104529
OBS-006-003,AC010325.1,5740,67,0.011672473867595819
OBS-006-003,AC010326.2,5740,40,0.006968641114982578
OBS-006-003,AC010422.3,5740,28,0.004878048780487805
OBS-006-003,AC010422.5,5740,2,3.484320557491289e-4
OBS-006-003,AC010422.6,5740,93,0.016202090592334496
OBS-006-003,AC010487.3,5740,12,0.0020905923344947735
OBS-006-003,AC010522.1,5740,23,0.004006968641114983
OBS-006-003,AC010531.1,5740,39,0.006794425087108014
OBS-006-003,AC010542.3,5740,57,0.009930313588850175
OBS-006-003,AC010547.4,5740,5,8.710801393728223e-4
OBS-006-003,AC010615.4,5740,25,0.004355400696864111
OBS-006-003,AC010616.1,5740,22,0.003832752613240418
OBS-006-003,AC010616.2,5740,1,1.7421602787456446e-4
OBS-006-003,AC010619.1,5740,7,0.0012195121951219512
OBS-006-003,AC011043.1,5740,455,0.07926829268292683
OBS-006-003,AC011043.2,5740,4,6.968641114982578e-4
OBS-006-003,AC011330.3,5740,20,0.003484320557491289
OBS-006-003,AC011448.1,5740,1,1.7421602787456446e-4
OBS-006-003,AC011452.1,5740,22,0.003832752613240418
OBS-006-003,AC011462.1,5740,90,0.0156794425087108
OBS-006-003,AC011479.1,5740,3,5.226480836236934e-4
OBS-006-003,AC011511.1,5740,15,0.002613240418118467
OBS-006-003,AC011511.4,5740,1,1.7421602787456446e-4
OBS-006-003,AC011604.2,5740,2,3.484320557491289e-4
OBS-006-003,AC012184.2,5740,61,0.010627177700348432
OBS-006-003,AC012254.2,5740,1,1.7421602787456446e-4
OBS-006-003,AC012309.1,5740,23,0.004006968641114983
OBS-006-003,AC012651.1,5740,1,1.7421602787456446e-4
OBS-006-003,AC013394.1,5740,4571,0.7963414634146342
OBS-006-003,AC015688.4,5740,1,1.7421602787456446e-4
OBS-006-003,AC015802.6,5740,54,0.009407665505226481
OBS-006-003,AC015813.2,5740,508,0.08850174216027874
OBS-006-003,AC017083.3,5740,268,0.046689895470383276
OBS-006-003,AC018512.1,5740,29,0.005052264808362369
OBS-006-003,AC018523.2,5740,188,0.032752613240418116
OBS-006-003,AC018630.2,5740,12,0.0020905923344947735
OBS-006-003,AC018709.1,5740,3,5.226480836236934e-4
OBS-006-003,AC019117.3,5740,48,0.008362369337979094
OBS-006-003,AC019257.8,5740,16,0.0027874564459930314
OBS-006-003,AC020915.1,5740,38,0.00662020905923345
OBS-006-003,AC020915.5,5740,3,5.226480836236934e-4
OBS-006-003,AC020922.1,5740,2,3.484320557491289e-4
OBS-006-003,AC022384.1,5740,151,0.026306620209059235
OBS-006-003,AC022400.7,5740,42,0.007317073170731708
OBS-006-003,AC022826.2,5740,64,0.011149825783972125
OBS-006-003,AC023055.1,5740,11,0.001916376306620209
OBS-006-003,AC023509.3,5740,21,0.003658536585365854
OBS-006-003,AC024592.3,5740,7,0.0012195121951219512
OBS-006-003,AC025263.2,5740,2,3.484320557491289e-4
OBS-006-003,AC025283.2,5740,9,0.0015679442508710801
OBS-006-003,AC025283.3,5740,58,0.010104529616724738
OBS-006-003,AC025287.4,5740,17,0.002961672473867596
OBS-006-003,AC026316.5,5740,2,3.484320557491289e-4
OBS-006-003,AC026464.3,5740,102,0.017770034843205575
OBS-006-003,AC026464.4,5740,5,8.710801393728223e-4
OBS-006-003,AC026786.1,5740,1,1.7421602787456446e-4
OBS-006-003,AC026954.2,5740,1,1.7421602787456446e-4
OBS-006-003,AC027644.4,5740,1170,0.2038327526132404
OBS-006-003,AC027796.3,5740,11,0.001916376306620209
OBS-006-003,AC036214.3,5740,9,0.0015679442508710801
OBS-006-003,AC040162.1,5740,212,0.036933797909407665
OBS-006-003,AC046185.1,5740,10,0.0017421602787456446
OBS-006-003,AC048338.1,5740,3,5.226480836236934e-4
OBS-006-003,AC055811.2,5740,26,0.004529616724738676
OBS-006-003,AC058822.1,5740,657,0.11445993031358885
OBS-006-003,AC067968.1,5740,2,3.484320557491289e-4
OBS-006-003,AC068234.1,5740,16,0.0027874564459930314
OBS-006-003,AC068533.4,5740,125,0.02177700348432056
OBS-006-003,AC068580.4,5740,6,0.0010452961672473868
OBS-006-003,AC068631.2,5740,76,0.0132404181184669
OBS-006-003,AC068775.1,5740,11,0.001916376306620209
OBS-006-003,AC068790.8,5740,5,8.710801393728223e-4
OBS-006-003,AC068831.7,5740,50,0.008710801393728223
OBS-006-003,AC068896.1,5740,26,0.004529616724738676
OBS-006-003,AC068946.1,5740,2,3.484320557491289e-4
OBS-006-003,AC069257.3,5740,4,6.968641114982578e-4
OBS-006-003,AC069368.1,5740,374,0.06515679442508711
OBS-006-003,AC069503.2,5740,20,0.003484320557491289
OBS-006-003,AC073082.1,5740,9,0.0015679442508710801
OBS-006-003,AC073111.3,5740,23,0.004006968641114983
OBS-006-003,AC073111.5,5740,196,0.03414634146341464
OBS-006-003,AC073283.3,5740,26,0.004529616724738676
OBS-006-003,AC073610.3,5740,103,0.01794425087108014
OBS-006-003,AC073612.1,5740,3,5.226480836236934e-4
OBS-006-003,AC073896.1,5740,64,0.011149825783972125
OBS-006-003,AC074143.1,5740,7,0.0012195121951219512
OBS-006-003,AC078864.2,5740,3,5.226480836236934e-4
OBS-006-003,AC078927.1,5740,21,0.003658536585365854
OBS-006-003,AC079447.1,5740,550,0.09581881533101046
OBS-006-003,AC079594.2,5740,456,0.0794425087108014
OBS-006-003,AC084337.2,5740,260,0.04529616724738676
OBS-006-003,AC087289.3,5740,12,0.0020905923344947735
OBS-006-003,AC087498.1,5740,2,3.484320557491289e-4
OBS-006-003,AC087632.1,5740,204,0.03554006968641115
OBS-006-003,AC090004.1,5740,35,0.006097560975609756
OBS-006-003,AC090227.1,5740,31,0.0054006968641114985
OBS-006-003,AC090360.1,5740,55,0.009581881533101045
OBS-006-003,AC090517.4,5740,120,0.020905923344947737
OBS-006-003,AC090527.2,5740,17,0.002961672473867596
OBS-006-003,AC091057.6,5740,2409,0.4196864111498258
OBS-006-003,AC091167.6,5740,43,0.007491289198606272
OBS-006-003,AC091167.7,5740,8,0.0013937282229965157
OBS-006-003,AC091551.1,5740,118,0.020557491289198607
OBS-006-003,AC091959.3,5740,352,0.06132404181184669
OBS-006-003,AC092017.3,5740,1,1.7421602787456446e-4
OBS-006-003,AC092073.1,5740,44,0.007665505226480836
OBS-006-003,AC092111.3,5740,6,0.0010452961672473868
OBS-006-003,AC092329.3,5740,378,0.06585365853658537
OBS-006-003,AC092587.1,5740,13,0.002264808362369338
OBS-006-003,AC092647.5,5740,9,0.0015679442508710801
OBS-006-003,AC092718.3,5740,5,8.710801393728223e-4
OBS-006-003,AC092718.8,5740,44,0.007665505226480836
OBS-006-003,AC092835.1,5740,49,0.00853658536585366
OBS-006-003,AC093155.3,5740,21,0.003658536585365854
OBS-006-003,AC093323.1,5740,494,0.08606271777003484
OBS-006-003,AC093423.3,5740,42,0.007317073170731708
OBS-006-003,AC093512.2,5740,44,0.007665505226480836
OBS-006-003,AC093525.2,5740,9,0.0015679442508710801
OBS-006-003,AC093668.1,5740,2,3.484320557491289e-4
OBS-006-003,AC093668.2,5740,237,0.041289198606271775
OBS-006-003,AC093668.3,5740,4,6.968641114982578e-4
OBS-006-003,AC093827.5,5740,97,0.016898954703832753
OBS-006-003,AC096887.1,5740,93,0.016202090592334496
OBS-006-003,AC098484.3,5740,67,0.011672473867595819
OBS-006-003,AC098582.1,5740,8,0.0013937282229965157
OBS-006-003,AC098650.1,5740,3,5.226480836236934e-4
OBS-006-003,AC098850.3,5740,488,0.08501742160278745
OBS-006-003,AC099329.3,5740,81,0.014111498257839722
OBS-006-003,AC099489.1,5740,112,0.01951219512195122
OBS-006-003,AC099518.3,5740,8,0.0013937282229965157
OBS-006-003,AC099850.2,5740,433,0.0754355400696864
OBS-006-003,AC104109.3,5740,126,0.02195121951219512
OBS-006-003,AC104151.1,5740,17,0.002961672473867596
OBS-006-003,AC104389.4,5740,65,0.01132404181184669
OBS-006-003,AC104452.1,5740,3,5.226480836236934e-4
OBS-006-003,AC104472.3,5740,37,0.006445993031358885
OBS-006-003,AC104532.1,5740,17,0.002961672473867596
OBS-006-003,AC104581.2,5740,3,5.226480836236934e-4
OBS-006-003,AC104662.2,5740,1192,0.20766550522648083
OBS-006-003,AC105052.1,5740,353,0.06149825783972125
OBS-006-003,AC105052.3,5740,460,0.08013937282229965
OBS-006-003,AC106782.1,5740,2,3.484320557491289e-4
OBS-006-003,AC106886.5,5740,27,0.004703832752613241
OBS-006-003,AC107871.1,5740,70,0.012195121951219513
OBS-006-003,AC108488.2,5740,399,0.06951219512195123
OBS-006-003,AC110275.1,5740,4,6.968641114982578e-4
OBS-006-003,AC114490.2,5740,56,0.00975609756097561
OBS-006-003,AC114490.3,5740,125,0.02177700348432056
OBS-006-003,AC116366.3,5740,2705,0.4712543554006969
OBS-006-003,AC118549.1,5740,2568,0.4473867595818815
OBS-006-003,AC118553.2,5740,53,0.009233449477351916
OBS-006-003,AC119396.1,5740,165,0.028745644599303136
OBS-006-003,AC119674.2,5740,1,1.7421602787456446e-4
OBS-006-003,AC120057.2,5740,1,1.7421602787456446e-4
OBS-006-003,AC120114.5,5740,5,8.710801393728223e-4
OBS-006-003,AC124312.1,5740,352,0.06132404181184669
OBS-006-003,AC126283.2,5740,3,5.226480836236934e-4
OBS-006-003,AC126755.2,5740,7,0.0012195121951219512
OBS-006-003,AC129492.3,5740,3,5.226480836236934e-4
OBS-006-003,AC131160.1,5740,6,0.0010452961672473868
OBS-006-003,AC134669.1,5740,28,0.004878048780487805
OBS-006-003,AC135050.2,5740,21,0.003658536585365854
OBS-006-003,AC135178.2,5740,4,6.968641114982578e-4
OBS-006-003,AC135586.2,5740,34,0.005923344947735192
OBS-006-003,AC137834.1,5740,27,0.004703832752613241
OBS-006-003,AC138696.1,5740,11,0.001916376306620209
OBS-006-003,AC138811.2,5740,21,0.003658536585365854
OBS-006-003,AC138894.1,5740,27,0.004703832752613241
OBS-006-003,AC138969.1,5740,86,0.014982578397212544
OBS-006-003,AC139491.7,5740,1,1.7421602787456446e-4
OBS-006-003,AC139530.2,5740,27,0.004703832752613241
OBS-006-003,AC145212.1,5740,16,0.0027874564459930314
OBS-006-003,AC233723.1,5740,29,0.005052264808362369
OBS-006-003,AC233992.2,5740,2,3.484320557491289e-4
OBS-006-003,AC240274.1,5740,50,0.008710801393728223
OBS-006-003,AC243547.3,5740,166,0.0289198606271777
OBS-006-003,AC243756.1,5740,1,1.7421602787456446e-4
OBS-006-003,AC244197.3,5740,168,0.02926829268292683
OBS-006-003,AC245033.1,5740,7,0.0012195121951219512
OBS-006-003,ACAA1,5740,1823,0.317595818815331
OBS-006-003,ACAA2,5740,3968,0.6912891986062718
OBS-006-003,ACACA,5740,2900,0.5052264808362369
OBS-006-003,ACACB,5740,237,0.041289198606271775
OBS-006-003,ACAD10,5740,552,0.09616724738675958
OBS-006-003,ACAD11,5740,42,0.007317073170731708
OBS-006-003,ACAD8,5740,655,0.11411149825783973
OBS-006-003,ACAD9,5740,882,0.15365853658536585
OBS-006-003,ACADM,5740,2308,0.4020905923344948
OBS-006-003,ACADS,5740,727,0.12665505226480836
OBS-006-003,ACADSB,5740,543,0.0945993031358885
OBS-006-003,ACADVL,5740,3126,0.5445993031358886
OBS-006-003,ACAN,5740,1,1.7421602787456446e-4
OBS-006-003,ACAP1,5740,4525,0.7883275261324042
OBS-006-003,ACAP2,5740,4547,0.7921602787456447
OBS-006-003,ACAP3,5740,554,0.09651567944250872
OBS-006-003,ACAT1,5740,2191,0.38170731707317074
OBS-006-003,ACAT2,5740,2557,0.44547038327526134
OBS-006-003,ACBD3,5740,2323,0.40470383275261324
OBS-006-003,ACBD4,5740,170,0.029616724738675958
OBS-006-003,ACBD5,5740,1444,0.2515679442508711
OBS-006-003,ACBD6,5740,3701,0.644773519163763
OBS-006-003,ACBD7,5740,14,0.0024390243902439024
OBS-006-003,ACCS,5740,8,0.0013937282229965157
OBS-006-003,ACCSL,5740,1,1.7421602787456446e-4
OBS-006-003,ACD,5740,933,0.16254355400696865
OBS-006-003,ACE,5740,13,0.002264808362369338
OBS-006-003,ACER1,5740,21,0.003658536585365854
OBS-006-003,ACER2,5740,81,0.014111498257839722
OBS-006-003,ACER3,5740,1613,0.2810104529616725
OBS-006-003,ACHE,5740,2,3.484320557491289e-4
OBS-006-003,ACIN1,5740,2677,0.46637630662020907
OBS-006-003,ACKR2,5740,22,0.003832752613240418
OBS-006-003,ACKR3,5740,3,5.226480836236934e-4
OBS-006-003,ACKR4,5740,23,0.004006968641114983
OBS-006-003,ACLY,5740,1695,0.2952961672473868
OBS-006-003,ACMSD,5740,13,0.002264808362369338
OBS-006-003,ACO1,5740,245,0.042682926829268296
OBS-006-003,ACO2,5740,1555,0.27090592334494773
OBS-006-003,ACOT1,5740,17,0.002961672473867596
OBS-006-003,ACOT11,5740,22,0.003832752613240418
OBS-006-003,ACOT13,5740,1097,0.1911149825783972
OBS-006-003,ACOT2,5740,576,0.10034843205574913
OBS-006-003,ACOT4,5740,56,0.00975609756097561
OBS-006-003,ACOT6,5740,2,3.484320557491289e-4
OBS-006-003,ACOT7,5740,1879,0.3273519163763066
OBS-006-003,ACOT8,5740,839,0.14616724738675957
OBS-006-003,ACOT9,5740,1135,0.19773519163763068
OBS-006-003,ACOX1,5740,814,0.14181184668989547
OBS-006-003,ACOX2,5740,1,1.7421602787456446e-4
OBS-006-003,ACOX3,5740,528,0.09198606271777003
OBS-006-003,ACOXL,5740,52,0.009059233449477353
OBS-006-003,ACP1,5740,3863,0.6729965156794425
OBS-006-003,ACP2,5740,374,0.06515679442508711
OBS-006-003,ACP4,5740,15,0.002613240418118467
OBS-006-003,ACP5,5740,272,0.047386759581881537
OBS-006-003,ACP6,5740,336,0.05853658536585366
OBS-006-003,ACP7,5740,1,1.7421602787456446e-4
OBS-006-003,ACPP,5740,2,3.484320557491289e-4
OBS-006-003,ACR,5740,3,5.226480836236934e-4
OBS-006-003,ACRBP,5740,7,0.0012195121951219512
OBS-006-003,ACRV1,5740,99,0.01724738675958188
OBS-006-003,ACSBG1,5740,3,5.226480836236934e-4
OBS-006-003,ACSBG2,5740,12,0.0020905923344947735
OBS-006-003,ACSF2,5740,284,0.049477351916376304
OBS-006-003,ACSF3,5740,1126,0.19616724738675959
OBS-006-003,ACSL1,5740,829,0.14442508710801394
OBS-006-003,ACSL3,5740,1481,0.25801393728223
OBS-006-003,ACSL4,5740,3003,0.5231707317073171
OBS-006-003,ACSL5,5740,1513,0.263588850174216
OBS-006-003,ACSL6,5740,83,0.01445993031358885
OBS-006-003,ACSM1,5740,3,5.226480836236934e-4
OBS-006-003,ACSM2A,5740,2,3.484320557491289e-4
OBS-006-003,ACSM2B,5740,1,1.7421602787456446e-4
OBS-006-003,ACSM3,5740,41,0.007142857142857143
OBS-006-003,ACSM5,5740,1,1.7421602787456446e-4
OBS-006-003,ACSM6,5740,5,8.710801393728223e-4
OBS-006-003,ACSS1,5740,669,0.11655052264808362
OBS-006-003,ACSS2,5740,533,0.09285714285714286
OBS-006-003,ACSS3,5740,109,0.018989547038327528
OBS-006-003,ACTA2,5740,778,0.13554006968641116
OBS-006-003,ACTB,5740,5716,0.9958188153310105
OBS-006-003,ACTG1,5740,5646,0.9836236933797909
OBS-006-003,ACTG2,5740,1,1.7421602787456446e-4
OBS-006-003,ACTL10,5740,91,0.015853658536585366
OBS-006-003,ACTL6A,5740,2340,0.4076655052264808
OBS-006-003,ACTL6B,5740,1,1.7421602787456446e-4
OBS-006-003,ACTN1,5740,1050,0.18292682926829268
OBS-006-003,ACTN2,5740,1,1.7421602787456446e-4
OBS-006-003,ACTN3,5740,12,0.0020905923344947735
OBS-006-003,ACTN4,5740,4922,0.8574912891986063
OBS-006-003,ACTR10,5740,2588,0.4508710801393728
OBS-006-003,ACTR1A,5740,1563,0.2722996515679443
OBS-006-003,ACTR1B,5740,906,0.15783972125435541
OBS-006-003,ACTR2,5740,5244,0.913588850174216
OBS-006-003,ACTR3,5740,5292,0.9219512195121952
OBS-006-003,ACTR3B,5740,378,0.06585365853658537
OBS-006-003,ACTR3C,5740,522,0.09094076655052265
OBS-006-003,ACTR5,5740,332,0.0578397212543554
OBS-006-003,ACTR6,5740,1875,0.32665505226480834
OBS-006-003,ACTR8,5740,919,0.16010452961672475
OBS-006-003,ACTRT3,5740,13,0.002264808362369338
OBS-006-003,ACVR1,5740,1092,0.1902439024390244
OBS-006-003,ACVR1B,5740,4,6.968641114982578e-4
OBS-006-003,ACVR1C,5740,27,0.004703832752613241
OBS-006-003,ACVR2A,5740,536,0.09337979094076655
