gene,Tumor digest,pre-REP,post-REP Conv,post-REP CytoTIL15,PDx Conv,PDx CytoTIL15
FAM135A,0.0830860534124629,0.1819526627218935,0.27125435540069687,0.1815921906263263,0.07651715039577836,0.0591016548463357
FAM135B,0.00222551928783382,7.396449704142012e-4,3.484320557491289e-4,9.701085308918936e-4,NA,NA
FAM136A,0.10014836795252226,0.22174556213017751,0.3263066202090592,0.22682350087916087,0.1424802110817942,0.13947990543735225
FAM13A,0.3249258160237389,0.34807692307692306,0.09738675958188152,0.0537197598981386,0.02110817941952506,0.04018912529550828
FAM13B,0.327893175074184,0.44497041420118344,0.5378048780487805,0.4353362032377372,0.3034300791556728,0.32387706855791965
FAM13C,0.01409495548961424,4.437869822485207e-4,3.484320557491289e-4,1.2126356636148667e-4,NA,NA
FAM149A,0.0029673590504451,7.396449704142012e-4,1.7421602787456446e-4,6.0631783180743344e-5,NA,NA
FAM149B1,0.04228486646884273,0.09763313609467456,0.09477351916376309,0.0760928878918329,0.0395778364116095,0.05200945626477541
FAM151B,0.00964391691394658,0.00340236686390532,0.00261324041811846,0.00127326744679561,0.01846965699208443,0.00472813238770685
FAM153A,0.0029673590504451,0.11272189349112426,0.00313588850174216,0.00260716667677196,0.00263852242744063,0.00236406619385342
FAM153B,7.41839762611276e-4,0.02751479289940828,8.710801393728223e-4,7.275813981689202e-4,NA,NA
FAM153C,0.00148367952522255,0.125,0.00470383275261324,0.00230400776086824,NA,NA
FAM155A,0.01186943620178041,0.00118343195266272,0.00174216027874564,0.00157642636269932,0.00527704485488126,0.01418439716312056
FAM156A,0.01632047477744807,0.02011834319526627,0.02508710801393728,0.01564300006063178,0.01055408970976253,0.00945626477541371
FAM160A1,0.0059347181008902,4.437869822485207e-4,8.710801393728223e-4,5.456860486266901e-4,NA,0.00472813238770685
FAM160A2,0.03041543026706231,0.05784023668639053,0.05940766550522648,0.05499302734493421,0.04749340369393139,0.03073286052009456
FAM160B1,0.21513353115727,0.28668639053254436,0.2817073170731707,0.2082701752258534,0.0712401055408971,0.10638297872340426
FAM160B2,0.06157270029673591,0.04911242603550295,0.05801393728222996,0.04304856605832778,0.03693931398416886,0.04018912529550828
FAM161A,0.01112759643916914,0.02455621301775147,0.04128919860627177,0.01691626750742739,0.0079155672823219,0.03073286052009456
FAM161B,0.0059347181008902,0.0158284023668639,0.01411149825783972,0.01085308918935305,0.01846965699208443,0.00945626477541371
FAM162A,0.13427299703264095,0.5655325443786983,0.4545296167247387,0.23040077608682472,0.1503957783641161,0.18203309692671396
FAM162B,0.0029673590504451,NA,NA,6.0631783180743344e-5,NA,0.00236406619385342
FAM163A,0.00222551928783382,NA,NA,1.2126356636148667e-4,NA,0.00945626477541371
FAM163B,7.41839762611276e-4,NA,NA,NA,NA,NA
FAM166B,0.02299703264094955,8.875739644970414e-4,NA,1.8189534954223005e-4,0.01319261213720316,0.04728132387706856
FAM167A,0.00667655786350148,0.00724852071005917,0.0156794425087108,0.00757897289759291,0.00527704485488126,0.00472813238770685
FAM167B,0.02299703264094955,0.00502958579881656,0.00522648083623693,0.00472927908809798,0.02110817941952506,0.02364066193853428
FAM168A,0.11943620178041545,0.35044378698224854,0.2825783972125436,0.21057418298672165,0.08443271767810026,0.1111111111111111
FAM168B,0.1698813056379822,0.31523668639053254,0.28449477351916375,0.20796701630994968,0.1266490765171504,0.15839243498817968
FAM169A,0.01483679525222552,0.01005917159763313,0.02020905923344947,0.0214030194628024,0.01319261213720316,0.02127659574468085
FAM169B,0.00222551928783382,0.00133136094674556,5.226480836236934e-4,0.00139453101315709,NA,0.00236406619385342
FAM171A1,0.01409495548961424,0.0014792899408284,0.00209059233449477,0.00175832171224155,0.01319261213720316,0.00709219858156028
FAM171A2,0.00222551928783382,0.00251479289940828,0.00261324041811846,0.00151579457951858,NA,0.00236406619385342
FAM171B,0.00964391691394658,0.00754437869822485,0.01132404181184669,0.01067119383981083,0.00263852242744063,0.00472813238770685
FAM172A,0.42729970326409494,0.66301775147929,0.7519163763066202,0.63784635906142,0.39313984168865435,0.45390070921985815
FAM173A,0.1142433234421365,0.08920118343195266,0.2005226480836237,0.15236767113320804,0.21635883905013192,0.24349881796690304
FAM173B,0.01854599406528189,0.05547337278106509,0.06341463414634146,0.05068817073910144,0.01319261213720316,0.00709219858156028
FAM174A,0.04896142433234421,0.08047337278106509,0.07595818815331011,0.06451221730431092,0.0316622691292876,0.03073286052009456
FAM174B,0.12314540059347182,0.04541420118343195,0.09790940766550522,0.08682471351482447,0.02902374670184696,0.03546099290780142
FAM177A1,0.4962908011869436,0.38505917159763314,0.5405923344947735,0.4334566179591342,0.4934036939313984,0.6099290780141844
FAM177B,0.04302670623145401,0.01479289940828402,0.01254355400696864,0.00903413569393075,0.01319261213720316,0.00709219858156028
FAM178B,0.00445103857566765,0.00414201183431952,0.00331010452961672,0.00394106590674831,0.01319261213720316,0.00709219858156028
FAM180A,7.41839762611276e-4,NA,1.7421602787456446e-4,1.8189534954223005e-4,NA,NA
FAM182B,7.41839762611276e-4,2.958579881656805e-4,3.484320557491289e-4,2.4252713272297335e-4,NA,NA
FAM184A,0.16172106824925817,0.05650887573964497,0.04825783972125436,0.02176681016188686,0.0079155672823219,0.02364066193853428
FAM184B,0.01335311572700296,0.02056213017751479,0.01463414634146341,0.01685563572424665,0.00263852242744063,0.01891252955082742
FAM185A,0.0244807121661721,0.06494082840236687,0.0951219512195122,0.07457709331231431,0.02110817941952506,0.00709219858156028
FAM186A,7.41839762611276e-4,0.00207100591715976,0.00156794425087108,0.00151579457951858,NA,NA
FAM189A1,0.00667655786350148,0.00266272189349112,0.01637630662020905,0.00418359303947129,NA,0.00472813238770685
FAM189B,0.01557863501483679,0.03224852071005917,0.02334494773519163,0.01746195355605408,0.00527704485488126,0.00945626477541371
FAM192A,0.2106824925816024,0.33579881656804733,0.4966898954703833,0.3933183774934821,0.18733509234828497,0.16548463356973994
FAM193A,0.16765578635014836,0.3294378698224852,0.34773519163763067,0.261989935123992,0.14775725593667546,0.1773049645390071
FAM193B,0.07937685459940653,0.15710059171597632,0.18222996515679443,0.13927120596616746,0.06068601583113457,0.09929078014184398
FAM196A,0.00148367952522255,1.4792899408284024e-4,NA,6.0631783180743344e-5,NA,NA
FAM196B,0.0244807121661721,0.1051775147928994,0.12926829268292683,0.11089553143757958,0.06860158311345646,0.06855791962174941
FAM198A,7.41839762611276e-4,5.91715976331361e-4,1.7421602787456446e-4,NA,NA,NA
FAM198B,0.01780415430267062,2.958579881656805e-4,1.7421602787456446e-4,1.2126356636148667e-4,0.00263852242744063,NA
FAM199X,0.09940652818991098,0.1279585798816568,0.14912891986062718,0.12890317104226034,0.05013192612137203,0.06619385342789598
FAM19A1,0.01409495548961424,0.02189349112426035,0.00522648083623693,0.00824592251258109,NA,0.01654846335697399
FAM19A2,0.04080118694362018,0.05931952662721893,0.04860627177700348,0.04668647304917237,0.00527704485488126,0.02127659574468085
FAM19A3,7.41839762611276e-4,2.958579881656805e-4,5.226480836236934e-4,2.4252713272297335e-4,NA,NA
FAM19A5,0.00148367952522255,4.437869822485207e-4,5.226480836236934e-4,4.244224822652034e-4,0.00263852242744063,NA
FAM200A,0.03709198813056379,0.04689349112426035,0.0970383275261324,0.0988904383677924,0.01846965699208443,0.0425531914893617
FAM200B,0.1016320474777448,0.164792899408284,0.18571428571428572,0.19935730309828412,0.0870712401055409,0.07801418439716312
FAM204A,0.1758160237388724,0.3668639053254438,0.5433797909407666,0.4441884435821257,0.23218997361477572,0.21513002364066192
FAM206A,0.03486646884272997,0.05207100591715976,0.05662020905923345,0.05802461650397138,0.02638522427440633,0.03309692671394799
FAM207A,0.09347181008902077,0.22174556213017751,0.28466898954703834,0.21560662099072336,0.17941952506596306,0.16312056737588654
FAM208A,0.17136498516320475,0.3319526627218935,0.40714285714285714,0.3462074819620445,0.1820580474934037,0.24822695035460993
FAM208B,0.29821958456973297,0.38284023668639056,0.5346689895470383,0.4546777420723944,0.21372031662269128,0.25059101654846333
FAM209A,0.00964391691394658,0.0272189349112426,0.0205574912891986,0.01570363184381252,0.01319261213720316,0.00945626477541371
FAM209B,0.00222551928783382,0.00828402366863905,0.01045296167247386,0.00673012793306251,NA,0.00236406619385342
FAM20A,0.0244807121661721,0.00680473372781065,0.00452961672473867,0.00369853877402534,0.00527704485488126,0.00472813238770685
FAM20B,0.04896142433234421,0.13431952662721894,0.12282229965156796,0.10404413993815556,0.01846965699208443,0.05200945626477541
FAM20C,0.02002967359050445,0.00133136094674556,0.0019163763066202,6.669496149881768e-4,NA,NA
FAM210A,0.08456973293768547,0.21375739644970415,0.2714285714285714,0.16722245801249014,0.10026385224274406,0.1347517730496454
FAM210B,0.06157270029673591,0.04171597633136095,0.05400696864111498,0.04656520948281089,0.06596306068601583,0.04964539007092199
FAM213A,0.01409495548961424,0.01878698224852071,0.02212543554006968,0.0063057054507973,0.0079155672823219,0.03073286052009456
FAM213B,0.00964391691394658,0.03239644970414201,0.03623693379790941,0.0272843024313345,0.02638522427440633,0.02364066193853428
FAM214A,0.3961424332344214,0.40133136094674554,0.3210801393728223,0.31849875704844477,0.2110817941952507,0.23877068557919623
FAM214B,0.02744807121661721,0.04304733727810651,0.05609756097560976,0.05456860486266901,0.0158311345646438,0.01182033096926714
FAM216A,0.02225519287833828,0.0871301775147929,0.08867595818815331,0.06918086460922816,0.0158311345646438,0.01891252955082742
FAM217A,0.01928783382789317,0.03239644970414201,0.01428571428571428,0.01630994967561996,0.00263852242744063,0.01654846335697399
FAM217B,0.04821958456973294,0.09689349112426036,0.13832752613240418,0.11447280664524344,0.04749340369393139,0.04018912529550828
FAM218A,7.41839762611276e-4,0.00384615384615384,0.00174216027874564,0.00115200388043412,NA,NA
FAM219A,0.0244807121661721,0.07366863905325444,0.10853658536585366,0.06918086460922816,0.02110817941952506,0.02364066193853428
FAM219B,0.03115727002967359,0.1153846153846154,0.11898954703832752,0.09349420966470624,0.05013192612137203,0.03309692671394799
FAM220A,0.01261127596439169,0.02130177514792899,0.02177700348432056,0.018189534954223,0.01319261213720316,0.00945626477541371
FAM221A,0.02002967359050445,0.01686390532544379,0.01428571428571428,0.00964045352573819,0.00527704485488126,0.00236406619385342
FAM221B,0.00148367952522255,4.437869822485207e-4,1.7421602787456446e-4,3.0315891590371673e-4,NA,NA
FAM222A,0.02002967359050445,0.00177514792899408,0.00348432055749128,0.00230400776086824,0.01055408970976253,0.02127659574468085
FAM222B,0.14094955489614244,0.30029585798816566,0.3437282229965157,0.2787849390650579,0.079155672823219,0.13238770685579196
FAM227A,7.41839762611276e-4,0.00266272189349112,0.00540069686411149,0.00272843024313345,0.00527704485488126,0.00709219858156028
FAM227B,0.03115727002967359,0.06375739644970414,0.05522648083623693,0.05402291881404232,0.0395778364116095,0.03309692671394799
FAM228A,7.41839762611276e-4,0.00133136094674556,5.226480836236934e-4,7.275813981689202e-4,NA,NA
FAM228B,0.03189910979228486,0.13875739644970414,0.11916376306620208,0.0903413569393076,0.02638522427440633,0.02836879432624113
FAM229A,0.01038575667655786,0.02071005917159763,0.01149825783972125,0.01400594191475171,0.00263852242744063,0.01182033096926714
FAM229B,0.00741839762611276,0.00710059171597633,0.01707317073170732,0.00636633723397805,0.0079155672823219,0.01654846335697399
FAM234A,0.03412462908011869,0.07174556213017752,0.06689895470383275,0.07136360880373492,0.04485488126649076,0.06382978723404255
FAM234B,0.00445103857566765,0.00857988165680473,0.00714285714285714,0.00381980234038683,NA,0.00945626477541371
FAM237A,0.00148367952522255,1.4792899408284024e-4,1.7421602787456446e-4,1.2126356636148667e-4,NA,NA
FAM241A,0.12091988130563798,0.01227810650887573,0.04825783972125436,0.01758321712241557,0.0158311345646438,0.00709219858156028
FAM241B,0.01261127596439169,0.00384615384615384,0.00836236933797909,0.00412296125629054,0.00263852242744063,0.00236406619385342
FAM24B,0.05563798219584569,0.10843195266272188,0.11114982578397212,0.09234220578427212,0.05540897097625329,0.03309692671394799
FAM25A,0.00148367952522255,NA,NA,NA,NA,NA
FAM32A,0.12166172106824924,0.26420118343195265,0.37282229965156793,0.3083126174740799,0.12928759894459102,0.14657210401891252
FAM3A,0.04747774480712166,0.0893491124260355,0.10383275261324042,0.0696659188746741,0.05540897097625329,0.07328605200945626
FAM3B,7.41839762611276e-4,NA,NA,NA,NA,NA
FAM3C,0.3983679525222552,0.6020710059171598,0.7918118466898955,0.6436063784635906,0.40897097625329815,0.4633569739952718
FAM43A,0.06083086053412463,0.00887573964497041,0.00662020905923345,0.00533559691990541,0.0395778364116095,0.03309692671394799
FAM45A,0.13056379821958458,0.2659763313609467,0.3646341463414634,0.3278360516582793,0.07651715039577836,0.10638297872340426
FAM49A,0.0712166172106825,0.00798816568047337,0.00174216027874564,0.00394106590674831,NA,0.01891252955082742
FAM49B,0.5652818991097923,0.8255917159763314,0.8822299651567944,0.777238828593949,0.5461741424802111,0.6146572104018913
FAM50A,0.17655786350148367,0.2616863905325444,0.4700348432055749,0.3206208694597708,0.27440633245382584,0.3215130023640662
FAM50B,0.01632047477744807,0.04748520710059172,0.05,0.03086157763899836,0.02374670184696569,0.0425531914893617
FAM53A,0.00445103857566765,0.00576923076923076,0.00574912891986062,0.00254653489359122,0.00263852242744063,0.00236406619385342
FAM53B,0.10089020771513352,0.04171597633136095,0.0421602787456446,0.0351058024616504,0.0316622691292876,0.01182033096926714
FAM53C,0.1913946587537092,0.12884615384615383,0.07770034843205575,0.05311344206633117,0.0949868073878628,0.10874704491725767
FAM57A,0.00222551928783382,0.03165680473372781,0.03292682926829268,0.0141272054811132,0.0079155672823219,0.00709219858156028
FAM57B,0.00222551928783382,0.01671597633136094,0.01898954703832752,0.01479415509610137,0.00527704485488126,0.00472813238770685
FAM69A,0.17359050445103855,0.4369822485207101,0.34668989547038326,0.2971563693688231,0.12401055408970976,0.13711583924349882
FAM69B,0.0029673590504451,1.4792899408284024e-4,3.484320557491289e-4,1.8189534954223005e-4,NA,0.00945626477541371
FAM69C,7.41839762611276e-4,NA,NA,6.0631783180743344e-5,NA,NA
FAM71A,0.00148367952522255,8.875739644970414e-4,NA,1.2126356636148667e-4,0.00263852242744063,NA
FAM71B,0.00148367952522255,1.4792899408284024e-4,NA,NA,NA,NA
FAM71F2,7.41839762611276e-4,0.01642011834319526,0.00278745644599303,0.00133389922997635,0.01055408970976253,0.00472813238770685
FAM72A,0.00964391691394658,0.01124260355029585,0.028397212543554,0.0268598799490693,0.02374670184696569,0.00945626477541371
FAM72B,0.00741839762611276,0.02159763313609467,0.03275261324041811,0.03304432183350512,0.01846965699208443,0.0260047281323877
FAM72C,0.00222551928783382,0.01464497041420118,0.02142857142857143,0.02025101558236827,0.01319261213720316,0.00472813238770685
FAM72D,0.00445103857566765,0.01893491124260355,0.02421602787456446,0.02231249621051355,0.00527704485488126,0.01182033096926714
FAM76A,0.07492581602373888,0.08801775147928995,0.1421602787456446,0.13054022918814043,0.10290237467018468,0.0851063829787234
FAM76B,0.1327893175074184,0.20798816568047335,0.27264808362369336,0.218516946583399,0.09762532981530345,0.14893617021276595
FAM78A,0.1053412462908012,0.17174556213017753,0.21846689895470384,0.17995513248044626,0.06068601583113457,0.05673758865248227
FAM78B,0.00890207715133531,8.875739644970414e-4,0.00557491289198606,0.004486751955375,0.01846965699208443,0.01654846335697399
FAM81A,0.01038575667655786,0.01242603550295858,0.0264808362369338,0.01800763960468077,0.01055408970976253,0.0260047281323877
FAM81B,7.41839762611276e-4,0.00428994082840236,6.968641114982578e-4,4.244224822652034e-4,NA,NA
FAM83A,7.41839762611276e-4,0.00236686390532544,6.968641114982578e-4,4.244224822652034e-4,NA,NA
FAM83D,0.05415430267062315,0.0812130177514793,0.06777003484320558,0.05184017461953556,0.02374670184696569,0.04728132387706856
FAM83E,0.00222551928783382,0.00428994082840236,0.00104529616724738,0.00187958527860304,0.00527704485488126,NA
FAM83F,7.41839762611276e-4,0.00340236686390532,5.226480836236934e-4,4.244224822652034e-4,NA,0.00236406619385342
FAM83G,0.00222551928783382,0.00355029585798816,0.00679442508710801,0.00563875583580913,0.01055408970976253,0.00945626477541371
FAM83H,0.00445103857566765,0.003698224852071,0.00662020905923345,0.00551749226944764,0.00527704485488126,0.00236406619385342
FAM84A,0.00148367952522255,NA,NA,6.0631783180743344e-5,0.00263852242744063,NA
FAM84B,0.00519287833827893,0.02692307692307692,0.00557491289198606,0.02401018613957436,0.0079155672823219,0.00945626477541371
FAM86B1,0.00148367952522255,5.91715976331361e-4,0.00209059233449477,7.882131813496635e-4,NA,NA
FAM86C1,0.00445103857566765,0.00547337278106508,0.01080139372822299,0.00794276359667737,NA,0.00709219858156028
FAM89A,0.01780415430267062,0.04644970414201183,0.10156794425087108,0.03607591099254229,0.01055408970976253,0.01182033096926714
FAM89B,0.14614243323442136,0.18994082840236687,0.2848432055749129,0.16140180682713878,0.20844327176781,0.2553191489361702
FAM8A1,0.06231454005934718,0.11715976331360949,0.09390243902439024,0.08597586855029406,0.00527704485488126,0.02836879432624113
FAM90A1,0.0029673590504451,0.00310650887573964,0.00156794425087108,0.00133389922997635,NA,NA
FAM91A1,0.1884272997032641,0.2742603550295858,0.32822299651567943,0.25665433820408656,0.1108179419525066,0.1252955082742317
FAM92A,0.01335311572700296,0.02159763313609467,0.07264808362369338,0.02576850785181592,0.0316622691292876,0.01891252955082742
FAM95C,0.00222551928783382,1.4792899408284024e-4,1.7421602787456446e-4,NA,NA,NA
FAM96A,0.15652818991097922,0.24644970414201184,0.4547038327526132,0.31352695082762383,0.16358839050131926,0.19858156028368795
FAM96B,0.3516320474777448,0.5835798816568047,0.8405923344947736,0.7103013399624083,0.5699208443271768,0.6146572104018913
FAM98A,0.03931750741839762,0.07677514792899408,0.143205574912892,0.1123506942339174,0.07651715039577836,0.05437352245862884
FAM98B,0.09050445103857568,0.14068047337278106,0.21445993031358884,0.152610198265931,0.09762532981530345,0.10874704491725767
FAM98C,0.05044510385756676,0.12485207100591716,0.12822299651567945,0.100163705814588,0.04749340369393139,0.06855791962174941
FAM9B,0.00148367952522255,0.00931952662721893,6.968641114982578e-4,5.456860486266901e-4,0.01055408970976253,0.00472813238770685
FAN1,0.03635014836795252,0.09156804733727812,0.1073170731707317,0.08730976778027041,0.02638522427440633,0.03309692671394799
FANCA,0.07863501483679525,0.14807692307692308,0.3918118466898955,0.1930515976474868,0.14511873350923482,0.16784869976359337
FANCB,0.02818991097922848,0.09585798816568047,0.16689895470383276,0.10944036864124174,0.05540897097625329,0.07801418439716312
FANCC,0.03412462908011869,0.11316568047337278,0.2761324041811847,0.1744376402109986,0.05277044854881266,0.09692671394799054
FANCD2,0.05563798219584569,0.15739644970414202,0.2940766550522648,0.1930515976474868,0.08443271767810026,0.11583924349881795
FANCD2OS,0.00667655786350148,0.01464497041420118,0.02526132404181184,0.0272843024313345,0.00527704485488126,0.00945626477541371
FANCE,0.01112759643916914,0.02159763313609467,0.04250871080139373,0.02467713575456254,0.02110817941952506,0.01182033096926714
FANCF,0.01483679525222552,0.0356508875739645,0.07630662020905923,0.06111683744618929,0.01055408970976253,0.02836879432624113
FANCG,0.01780415430267062,0.05828402366863905,0.10383275261324042,0.05802461650397138,0.05277044854881266,0.04964539007092199
FANCI,0.10311572700296737,0.30502958579881656,0.5289198606271777,0.3676105014248469,0.16094986807387862,0.2198581560283688
FANCL,0.1387240356083086,0.1319526627218935,0.29825783972125436,0.16764688049475537,0.14511873350923482,0.18203309692671396
FANCM,0.05415430267062315,0.12233727810650888,0.21289198606271775,0.1433335354392773,0.03693931398416886,0.04728132387706856
FANK1,0.02077151335311572,0.00414201183431952,0.00313588850174216,0.00121263566361486,0.00263852242744063,NA
FAP,0.01854599406528189,4.437869822485207e-4,3.484320557491289e-4,3.0315891590371673e-4,0.01055408970976253,0.00945626477541371
FAR1,0.22403560830860533,0.4085798816568048,0.5120209059233449,0.40738495119141455,0.20052770448548812,0.2765957446808511
FAR2,0.08382789317507418,0.1143491124260355,0.08501742160278745,0.07209119020190384,0.06860158311345646,0.05437352245862884
FARP1,0.0244807121661721,0.01242603550295858,0.00993031358885017,0.00800339537985812,0.00263852242744063,0.02127659574468085
FARP2,0.10089020771513352,0.10014792899408284,0.13797909407665504,0.07803310495361669,0.1108179419525066,0.12056737588652482
FARS2,0.2344213649851632,0.5303254437869822,0.6599303135888501,0.4919056569453707,0.1424802110817942,0.27423167848699764
FARSA,0.0712166172106825,0.11405325443786982,0.25993031358885016,0.17480143091008307,0.10290237467018468,0.10874704491725767
FARSB,0.06305637982195846,0.11597633136094676,0.3128919860627178,0.2083914387922149,0.05013192612137203,0.07328605200945626
FAS,0.32047477744807124,0.3038461538461538,0.4236933797909408,0.34881464863881645,0.21635883905013192,0.21513002364066192
FASLG,0.0771513353115727,0.02781065088757396,0.04843205574912892,0.04201782574425514,0.0712401055408971,0.16784869976359337
FASN,0.04896142433234421,0.04659763313609468,0.09390243902439024,0.06032862426483963,0.05804749340369393,0.07565011820330969
FASTK,0.09718100890207716,0.09526627218934912,0.19337979094076657,0.12368883768871644,0.0949868073878628,0.14420803782505912
FASTKD1,0.07566765578635015,0.10236686390532544,0.19825783972125435,0.15497483780998,0.08179419525065963,0.09692671394799054
FASTKD2,0.09050445103857568,0.14393491124260355,0.22473867595818817,0.1834111441217486,0.1345646437994723,0.1536643026004728
FASTKD3,0.021513353115727,0.07159763313609467,0.09686411149825784,0.08039774449766568,0.04221635883905013,0.02127659574468085
FASTKD5,0.03338278931750742,0.05029585798816568,0.06045296167247387,0.04517067846965379,0.01319261213720316,0.02364066193853428
FAT1,0.01038575667655786,NA,NA,6.0631783180743344e-5,0.00263852242744063,NA
FAT2,7.41839762611276e-4,1.4792899408284024e-4,3.484320557491289e-4,5.456860486266901e-4,NA,NA
FAT3,0.0029673590504451,0.0029585798816568,0.00522648083623693,0.00278906202631419,0.00263852242744063,0.00472813238770685
FAT4,0.00890207715133531,0.00177514792899408,0.00156794425087108,0.00109137209725338,0.00263852242744063,NA
FATE1,7.41839762611276e-4,NA,NA,NA,NA,NA
FAU,0.9132047477744808,0.9899408284023667,0.977177700348432,0.9831443642757534,0.9973614775725592,0.9858156028368794
FAXDC2,0.00741839762611276,0.01730769230769231,0.01777003484320557,0.01249014733523313,0.01319261213720316,0.01654846335697399
FBF1,0.02893175074183976,0.03047337278106509,0.05871080139372822,0.03571212029345783,0.01319261213720316,0.03546099290780142
FBH1,0.09495548961424333,0.1279585798816568,0.20261324041811848,0.14315164008973505,0.0633245382585752,0.09929078014184398
FBL,0.11646884272997032,0.3193786982248521,0.3966898954703833,0.2739343964105984,0.13192612137203166,0.19621749408983452
FBLIM1,0.00964391691394658,0.00133136094674556,8.710801393728223e-4,5.456860486266901e-4,0.00263852242744063,0.00709219858156028
FBLN1,0.00964391691394658,0.00162721893491124,0.00209059233449477,9.701085308918936e-4,0.01055408970976253,0.00709219858156028
FBLN2,0.00890207715133531,1.4792899408284024e-4,1.7421602787456446e-4,2.4252713272297335e-4,0.00263852242744063,NA
FBLN5,0.01186943620178041,0.07011834319526628,0.02125435540069686,0.02522282180318923,0.0079155672823219,0.01654846335697399
FBLN7,0.03635014836795252,0.00162721893491124,0.00156794425087108,6.669496149881768e-4,NA,NA
FBN1,0.02002967359050445,0.03091715976331361,0.0529616724738676,0.04292730249196629,0.06068601583113457,0.01891252955082742
FBN2,0.00445103857566765,7.396449704142012e-4,6.968641114982578e-4,7.275813981689202e-4,NA,0.00709219858156028
FBN3,7.41839762611276e-4,0.00103550295857988,0.00121951219512195,6.669496149881768e-4,NA,0.00236406619385342
FBP1,0.01854599406528189,7.396449704142012e-4,3.484320557491289e-4,3.0315891590371673e-4,NA,0.00236406619385342
FBRS,0.12685459940652818,0.17115384615384616,0.20958188153310103,0.17128478748559994,0.11609498680738786,0.09219858156028368
FBRSL1,0.07195845697329377,0.12958579881656804,0.1195121951219512,0.09622263990783968,0.06068601583113457,0.06146572104018912
FBXL12,0.0400593471810089,0.0801775147928994,0.0837979094076655,0.06414842660522646,0.06068601583113457,0.0591016548463357
FBXL13,0.00964391691394658,0.0143491124260355,0.02038327526132404,0.01418783726429394,0.0158311345646438,0.01654846335697399
FBXL14,0.09272997032640948,0.08106508875739644,0.09634146341463416,0.0760928878918329,0.0158311345646438,0.01891252955082742
FBXL15,0.0956973293768546,0.18150887573964497,0.22560975609756095,0.15715758200448676,0.14511873350923482,0.1607565011820331
FBXL16,0.00741839762611276,0.02204142011834319,0.00696864111498257,0.01224762020251015,0.00263852242744063,0.00236406619385342
FBXL17,0.3375370919881306,0.4869822485207101,0.6125435540069687,0.5180379554962712,0.2770448548812665,0.2789598108747045
FBXL18,0.021513353115727,0.07248520710059171,0.0794425087108014,0.05626629479172982,0.01055408970976253,0.02364066193853428
FBXL19,0.01706231454005934,0.03742603550295858,0.03832752613240418,0.02861820166131086,0.01055408970976253,0.0260047281323877
FBXL2,0.02893175074183976,0.01819526627218935,0.02508710801393728,0.03747044200569938,0.0395778364116095,0.04018912529550828
FBXL20,0.23590504451038577,0.3933431952662722,0.3750871080139373,0.30012732674467957,0.10817941952506596,0.1536643026004728
FBXL22,0.00741839762611276,0.01405325443786982,0.01184668989547038,0.01479415509610137,0.00527704485488126,NA
FBXL3,0.14614243323442136,0.20946745562130176,0.19494773519163763,0.14782028739465228,0.15567282321899736,0.1111111111111111
FBXL4,0.08160237388724036,0.22011834319526627,0.19477351916376304,0.1834111441217486,0.05277044854881266,0.06382978723404255
FBXL5,0.15801186943620177,0.3779585798816568,0.4052264808362369,0.3582125750318317,0.158311345646438,0.1702127659574468
FBXL6,0.04302670623145401,0.04363905325443787,0.10470383275261325,0.0860365003334748,0.0712401055408971,0.0851063829787234
FBXL7,0.02299703264094955,4.437869822485207e-4,6.968641114982578e-4,0.00248590311041047,0.04749340369393139,0.07801418439716312
FBXL8,0.01928783382789317,0.19644970414201185,0.13954703832752613,0.150488085854605,0.01055408970976253,0.02364066193853428
FBXO10,0.02225519287833828,0.00710059171597633,0.00888501742160278,0.00709391863214697,0.0079155672823219,0.01891252955082742
FBXO11,0.45103857566765576,0.6224852071005917,0.6599303135888501,0.5441096222639907,0.36147757255936674,0.4160756501182033
FBXO16,0.01038575667655786,0.00961538461538461,0.00853658536585366,0.0036379069908446,0.00263852242744063,0.00709219858156028
FBXO17,0.0029673590504451,7.396449704142012e-4,NA,3.637906990844601e-4,0.00527704485488126,0.01418439716312056
FBXO2,0.03264094955489614,0.03905325443786982,0.02160278745644599,0.01461225974655914,0.00263852242744063,0.01182033096926714
FBXO21,0.12166172106824924,0.2448224852071006,0.2308362369337979,0.1779542836354817,0.06596306068601583,0.12056737588652482
FBXO22,0.06231454005934718,0.17440828402366865,0.3662020905923345,0.22670223731279937,0.0712401055408971,0.12056737588652482
FBXO24,0.00370919881305638,0.00562130177514792,0.00226480836236933,0.00418359303947129,NA,NA
FBXO25,0.0586053412462908,0.08491124260355029,0.10958188153310104,0.1008306554295762,0.04221635883905013,0.0425531914893617
FBXO27,0.00222551928783382,0.00103550295857988,8.710801393728223e-4,7.275813981689202e-4,0.00527704485488126,0.00472813238770685
FBXO28,0.20771513353115728,0.2908284023668639,0.2979094076655052,0.23270478384769297,0.10554089709762532,0.1182033096926714
FBXO3,0.10311572700296737,0.20059171597633135,0.16881533101045296,0.1636451828048263,0.06068601583113457,0.07092198581560284
FBXO30,0.06676557863501484,0.05917159763313609,0.06219512195121951,0.05687261262353726,0.05277044854881266,0.03073286052009456
FBXO31,0.08456973293768547,0.09689349112426036,0.12038327526132404,0.0856120778512096,0.06596306068601583,0.08983451536643026
FBXO32,0.1661721068249258,0.15325443786982249,0.1343205574912892,0.1016795003941066,0.04749340369393139,0.0425531914893617
