sample_name,gene,no_of_cells,no_of_pos_cells,frac_of_pos_cells
OBS-006-005,AHI1,379,314,0.8284960422163589
OBS-006-005,AHNAK,379,144,0.37994722955145116
OBS-006-005,AHR,379,17,0.044854881266490766
OBS-006-005,AHSA1,379,51,0.1345646437994723
OBS-006-005,AHSP,379,2,0.005277044854881266
OBS-006-005,AIDA,379,48,0.1266490765171504
OBS-006-005,AIF1,379,57,0.1503957783641161
OBS-006-005,AIF1L,379,2,0.005277044854881266
OBS-006-005,AIFM1,379,19,0.05013192612137203
OBS-006-005,AIFM2,379,19,0.05013192612137203
OBS-006-005,AIG1,379,4,0.010554089709762533
OBS-006-005,AIM2,379,1,0.002638522427440633
OBS-006-005,AIMP1,379,102,0.2691292875989446
OBS-006-005,AIMP2,379,27,0.0712401055408971
OBS-006-005,AIP,379,135,0.3562005277044855
OBS-006-005,AJAP1,379,2,0.005277044854881266
OBS-006-005,AJM1,379,6,0.0158311345646438
OBS-006-005,AK1,379,11,0.029023746701846966
OBS-006-005,AK2,379,68,0.17941952506596306
OBS-006-005,AK3,379,44,0.11609498680738786
OBS-006-005,AK4,379,1,0.002638522427440633
OBS-006-005,AK6,379,62,0.16358839050131926
OBS-006-005,AK9,379,23,0.06068601583113457
OBS-006-005,AKAP1,379,15,0.0395778364116095
OBS-006-005,AKAP10,379,34,0.08970976253298153
OBS-006-005,AKAP11,379,98,0.25857519788918204
OBS-006-005,AKAP12,379,1,0.002638522427440633
OBS-006-005,AKAP13,379,286,0.7546174142480211
OBS-006-005,AKAP17A,379,44,0.11609498680738786
OBS-006-005,AKAP2,379,1,0.002638522427440633
OBS-006-005,AKAP3,379,2,0.005277044854881266
OBS-006-005,AKAP5,379,45,0.11873350923482849
OBS-006-005,AKAP7,379,16,0.04221635883905013
OBS-006-005,AKAP8,379,34,0.08970976253298153
OBS-006-005,AKAP8L,379,61,0.16094986807387862
OBS-006-005,AKAP9,379,134,0.35356200527704484
OBS-006-005,AKIP1,379,30,0.079155672823219
OBS-006-005,AKIRIN1,379,94,0.24802110817941952
OBS-006-005,AKIRIN2,379,88,0.23218997361477572
OBS-006-005,AKNA,379,114,0.3007915567282322
OBS-006-005,AKR1A1,379,97,0.2559366754617414
OBS-006-005,AKR1B1,379,32,0.08443271767810026
OBS-006-005,AKR1C3,379,1,0.002638522427440633
OBS-006-005,AKR1E2,379,1,0.002638522427440633
OBS-006-005,AKR7A2,379,62,0.16358839050131926
OBS-006-005,AKT1,379,36,0.09498680738786279
OBS-006-005,AKT1S1,379,3,0.0079155672823219
OBS-006-005,AKT2,379,25,0.06596306068601583
OBS-006-005,AKT3,379,202,0.5329815303430079
OBS-006-005,AKTIP,379,12,0.0316622691292876
OBS-006-005,AL024498.2,379,1,0.002638522427440633
OBS-006-005,AL031708.1,379,1,0.002638522427440633
OBS-006-005,AL031777.3,379,20,0.052770448548812667
OBS-006-005,AL049844.1,379,1,0.002638522427440633
OBS-006-005,AL109811.4,379,1,0.002638522427440633
OBS-006-005,AL110118.2,379,1,0.002638522427440633
OBS-006-005,AL117339.5,379,9,0.023746701846965697
OBS-006-005,AL117348.2,379,1,0.002638522427440633
OBS-006-005,AL121594.1,379,2,0.005277044854881266
OBS-006-005,AL121753.1,379,1,0.002638522427440633
OBS-006-005,AL136295.1,379,11,0.029023746701846966
OBS-006-005,AL136295.5,379,2,0.005277044854881266
OBS-006-005,AL136454.1,379,31,0.08179419525065963
OBS-006-005,AL136531.2,379,45,0.11873350923482849
OBS-006-005,AL138752.2,379,18,0.047493403693931395
OBS-006-005,AL139353.1,379,3,0.0079155672823219
OBS-006-005,AL157392.5,379,9,0.023746701846965697
OBS-006-005,AL157935.2,379,4,0.010554089709762533
OBS-006-005,AL159163.1,379,4,0.010554089709762533
OBS-006-005,AL162231.1,379,4,0.010554089709762533
OBS-006-005,AL354822.1,379,1,0.002638522427440633
OBS-006-005,AL355916.3,379,4,0.010554089709762533
OBS-006-005,AL359922.1,379,16,0.04221635883905013
OBS-006-005,AL360181.3,379,3,0.0079155672823219
OBS-006-005,AL365273.2,379,44,0.11609498680738786
OBS-006-005,AL449266.1,379,6,0.0158311345646438
